,TA,RH,P,WS,NETRAD,PPFD_IN,LE,H,USTAR,NEE,GPP,RECO,SWC_0to30cm_1
8/4/21 18:00,30.77,21.83,0,7.02,-17.13,151.43,11.673,1.954,0.497,2.45,-2.586,5.036,0.054
8/4/21 18:30,29.9,23.32,0,6.19,-50.21,58.7,-8.234,-16.932,0.437,3.788,-1.024,4.813,0.055
8/4/21 19:00,28.78,26.68,0,6.23,-85.74,31.83,10.834,-39.012,0.398,3.547,0,3.547,0.056
8/4/21 19:30,27.81,28.57,0,5.03,-90.27,3.43,3.118,-44.098,0.383,4.579,0,4.579,0.056
8/4/21 20:00,26.87,30.92,0,3.26,-84.97,0,-2.236,-26.492,0.231,4.095,0,4.095,0.056
8/4/21 20:30,25.89,33.16,0,3.1,-79.37,0,-1.681,-48.317,0.241,8.234,0,8.234,0.057
8/4/21 21:00,25.19,34.76,0,3.79,-78.43,0,-2.545,-27.554,0.173,4.787,0,4.787,0.057
8/4/21 21:30,24.17,38.34,0,3.63,-72.8,0,-1.22,-11.165,0.107,1.875,0,1.875,0.057
8/4/21 22:00,23.23,41.08,0,1.94,-67.43,0,-1.151,-5.378,0.059,0.773,0,0.773,0.058
8/4/21 22:30,21.89,44.19,0,2.82,-63.03,0,-8.781,-31.954,0.148,3.181,0,3.181,0.058
8/4/21 23:00,20.66,48.08,0,3.84,-62.1,0,-4.223,,0.099,3.103,0,3.103,0.058
8/4/21 23:30,19.94,49.22,0,3.36,-58.3,0,-1.919,,0.121,3.027,0,3.027,0.058
8/5/21 0:00,17.81,56.48,0,2.88,-55.23,0,-0.499,-0.59,0.076,2.957,0,2.957,0.059
8/5/21 0:30,17.1,58.63,0,1.55,-53.6,0,-0.022,-8.673,0.088,2.89,0,2.89,0.059
8/5/21 1:00,16.86,57.43,0,1.62,-51.97,0,-13.994,5.188,0.087,2.826,0,2.826,0.059
8/5/21 1:30,16.69,56.8,0,2.09,-51.47,0,-1.962,1.495,0.048,1.217,0,1.217,0.059
8/5/21 2:00,16.29,59.15,0,3.58,-51.63,0,-2.077,0.775,0.04,2.706,0,2.706,0.059
8/5/21 2:30,16.04,59.49,0,3.03,-52.17,0,1.634,-6.106,0.04,2.65,0,2.65,0.059
8/5/21 3:00,15.5,60.96,0,2.09,-51.73,0,0.138,-1.266,0.047,2.599,0,2.599,0.059
8/5/21 3:30,14.29,65.97,0,3.37,-51.43,0,-0.9,-1.848,0.049,2.546,0,2.546,0.059
8/5/21 4:00,14.5,62.69,0,1.81,-49.6,0,-5.824,10.348,0.08,2.495,0,2.495,0.059
8/5/21 4:30,14.37,61.88,0,3.38,-48.67,0,-2.794,-3.614,0.077,2.447,0,2.447,0.059
8/5/21 5:00,14,62.56,0,2.91,-50.5,9.4,-34.964,68.255,0.298,2.403,0,2.403,0.06
8/5/21 5:30,13.42,65.63,0,1.61,-37.15,44.49,0.263,5.817,0.111,-1.894,-3.462,1.569,0.06
8/5/21 6:00,14.3,61.67,0,2.67,9.3,153.37,8.825,-2.935,0.087,0.484,-1.207,1.691,0.059
8/5/21 6:30,15.88,60.25,0,1.2,52.46,273.17,-9.97,-31.495,0.155,-1.311,-3.304,1.993,0.059
8/5/21 7:00,18.15,55.53,0,0.72,80.9,336.97,21.027,15.473,0.096,-3.106,-5.401,2.296,0.058
8/5/21 7:30,20.62,48.25,0,2.83,146.47,491.73,106.806,13.025,0.173,-4.906,-7.645,2.74,0.057
8/5/21 8:00,22.84,35.62,0,1.5,206.36,638.13,40.196,88.215,0.173,-6.706,-9.885,3.18,0.056
8/5/21 8:30,24.92,29.01,0,6.31,273.56,805.2,46.568,71.294,0.634,-4.575,-8.198,3.623,0.054
8/5/21 9:00,25.54,24.88,0,6.77,189.72,550.9,52.939,84.576,0.617,-2.444,-6.205,3.761,0.054
8/5/21 9:30,25.32,26.46,0,7.29,171.31,495.2,57.915,101.548,0.688,-1.632,-5.344,3.712,0.054
8/5/21 10:00,25.58,27.38,0,6.84,268.54,718.5,42.227,157.695,0.615,-3.06,-6.831,3.771,0.054
8/5/21 10:30,25.94,27.33,0,8.73,386.18,1017,43.883,200.337,0.724,-2.683,-6.535,3.852,0.053
8/5/21 11:00,26.04,27.23,0,10.65,438.59,1159,59.979,292.352,0.874,-2.951,-6.825,3.874,0.053
8/5/21 11:30,25.75,30.27,0,9.64,429.07,1115.33,61.206,285.953,0.937,-2.852,-6.662,3.809,0.053
8/5/21 12:00,25.31,32.78,0,8.84,376.59,928.33,77.373,217.012,0.982,-1.138,-4.847,3.709,0.053
8/5/21 12:30,24.1,37.82,0,11.56,215.21,666.7,47.095,154.477,1.06,-2.985,-6.43,3.445,0.054
8/5/21 13:00,23.62,40.42,0,9.9,205.07,661.9,38.801,175.25,0.887,-1.135,-4.478,3.342,0.055
8/5/21 13:30,22.7,43.48,0,10.59,144.05,506.27,-37.506,178.946,1.103,-3.272,-6.422,3.15,0.055
8/5/21 14:00,21.34,49.79,0,10.46,40.25,226.8,-18.617,37.621,0.994,0.327,-2.551,2.878,0.056
8/5/21 14:30,20.87,49.48,0,10.01,-35.71,37.34,-0.568,27.667,1.028,2.146,-0.642,2.788,0.056
8/5/21 15:00,20.1,52.47,0,11.06,-43.7,10.67,11.326,-6.75,0.98,2.235,-0.408,2.643,0.057
8/5/21 15:30,19.73,53,0,12.54,-42.43,10.77,-4.666,-13.002,1.142,2.494,-0.08,2.574,0.057
8/5/21 16:00,19.47,54.72,0,12.33,-39.77,19.67,19.969,-33.469,1.049,0.135,-3.706,3.842,0.057
8/5/21 16:30,19.05,56.87,0,11.44,-26.84,29.46,73.41,-95.825,0.958,-1.021,-4.84,3.819,0.058
8/5/21 17:00,18.95,56.97,0,11.34,-16.38,44.06,40.572,-40.514,0.987,-0.602,-4.36,3.758,0.058
8/5/21 17:30,19.22,54.6,0,10.73,-22.68,31.67,35.024,-29.887,0.948,1.035,-2.587,3.621,0.058
8/5/21 18:00,19.29,52.1,0,6.6,-26.14,39.2,14.406,-25.064,0.587,1.63,-1.806,3.436,0.058
8/5/21 18:30,18.51,57.29,0,6.57,-34.14,23.31,6.121,-10.428,0.674,2.769,-0.892,3.661,0.058
8/5/21 19:00,17.8,61.04,0,8.51,-58.79,12.06,6.179,-17.808,0.773,3.182,0,3.182,0.058
8/5/21 19:30,17.36,62.58,0,9.91,-79.13,2.02,2.797,-43.422,0.858,2.801,0,2.801,0.058
8/5/21 20:00,17.3,61.99,0,9.13,-82.27,0,10.355,-54.136,0.85,4.436,0,4.436,0.058
8/5/21 20:30,17.28,60.75,0,8.8,-82.47,0,-3.593,-37.786,0.764,4.776,0,4.776,0.058
8/5/21 21:00,17.15,60.52,0,8.14,-82.63,0,3.389,-49.162,0.681,2.174,0,2.174,0.058
8/5/21 21:30,16.95,60.6,0,8.41,-83.63,0,-1.815,-54.903,0.724,2.63,0,2.63,0.058
8/5/21 22:00,16.7,61.89,0,7.53,-84.57,0,-0.766,-51.327,0.702,1.492,0,1.492,0.059
8/5/21 22:30,16.52,62.51,0,10.14,-86.67,0,2.159,-63.757,0.794,1.39,0,1.39,0.059
8/5/21 23:00,16.32,62.25,0,8.55,-85.03,0,4.549,-74.224,0.788,2.734,0,2.734,0.059
8/5/21 23:30,16.48,60.75,0,10.26,-77.7,0,1.707,-73.349,0.77,0.908,0,0.908,0.059
8/6/21 0:00,16.56,59.79,0,8.05,-81.83,0,1.439,-69.284,0.688,1.289,0,1.289,0.059
8/6/21 0:30,16.25,60.89,0,6.58,-86.5,0,7.453,-60.152,0.481,3.434,0,3.434,0.059
8/6/21 1:00,15.71,64.29,0,5.36,-75.4,0,-3.582,-54.708,0.626,1.796,0,1.796,0.059
8/6/21 1:30,15.97,63.46,0,7.18,-59.4,0,2.49,-55.171,0.592,1.688,0,1.688,0.059
8/6/21 2:00,16.17,61.91,0,7.11,-52.13,0,6.16,-32.917,0.419,2.221,0,2.221,0.059
8/6/21 2:30,16.06,61.42,0,5.51,-57.8,0,18.455,-39.377,0.546,2.916,0,2.916,0.059
8/6/21 3:00,15.73,60.88,0,4.77,-77.73,0,8.37,-37.554,0.374,1.377,0,1.377,0.059
8/6/21 3:30,15.37,60.74,0,4.68,-76.97,0,20.72,-36.317,0.282,0.61,0,0.61,0.059
8/6/21 4:00,15.03,59.43,0,4.13,-77.27,0,15.172,-55.069,0.279,2.435,0,2.435,0.059
8/6/21 4:30,14.32,63.88,0,5.39,-80.2,0,-4.582,-62.533,0.377,0.965,0,0.965,0.059
8/6/21 5:00,13.91,67.37,0,3.08,-77.41,16.33,10.312,-38.472,0.243,-0.504,-1.795,1.291,0.06
8/6/21 5:30,13.77,63.76,0,3.74,-54.08,85.86,-1.881,0.616,0.145,-2.754,-4.371,1.617,0.06
8/6/21 6:00,14.33,62.74,0,3.38,10.47,253.4,83.449,-130.913,0.517,-3.546,-5.351,1.804,0.059
8/6/21 6:30,16.3,55.45,0,4.65,84.8,436.73,38.902,53.713,0.463,-4.339,-6.33,1.991,0.058
8/6/21 7:00,16.86,57.02,0,4.77,169.61,618.13,37.101,110.239,0.498,-6.768,-8.848,2.08,0.057
8/6/21 7:30,17.8,55.21,0,4.27,257.34,812.6,74.48,186.313,0.49,-8.814,-11.05,2.236,0.057
8/6/21 8:00,18.71,52.1,0,5.95,345.36,1015.33,51.571,200.84,0.609,-7.067,-9.46,2.393,0.056
8/6/21 8:30,19.27,50.35,0,9.24,346.48,1027.33,61.902,225.045,0.701,-7.994,-10.486,2.492,0.055
8/6/21 9:00,20.01,47.85,0,7.4,458.84,1293.67,56.487,242.216,0.695,-6.05,-8.676,2.626,0.054
8/6/21 9:30,20.43,46.38,0,7.09,467.78,1320.33,57.829,414.796,0.803,-5.83,-8.534,2.704,0.053
8/6/21 10:00,21.06,45.42,0,7.1,547.43,1510.33,62.974,387.604,0.661,-4.511,-7.335,2.824,0.053
8/6/21 10:30,21.85,43.76,0,8.19,593.07,1624,77.392,461.298,0.8,-5.301,-8.28,2.98,0.053
8/6/21 11:00,22.17,42.33,0,7.53,630.33,1720.33,76.896,436.904,0.62,-5.453,-8.497,3.043,0.053
8/6/21 11:30,22.94,40.27,0,7.37,584.8,1628.67,57.416,512.476,0.676,-2.559,-5.758,3.2,0.053
8/6/21 12:00,23.23,39.95,0,6.74,622.17,1721.67,76.012,401.121,0.66,-2.904,-6.164,3.261,0.053
8/6/21 12:30,23.87,37.53,0,7.31,652.77,1807.33,49.616,389.891,0.705,-3.25,-6.644,3.394,0.053
8/6/21 13:00,24.17,36.29,0,8.05,628.1,1759,62.891,443.356,0.704,-2.128,-5.587,3.459,0.053
8/6/21 13:30,24.58,34.34,0,8.22,586.07,1668,60.524,384.757,0.753,-0.194,-3.742,3.547,0.053
8/6/21 14:00,24.81,34.28,0,11.84,557.07,1598.33,40.388,422.965,0.925,-1.361,-4.959,3.598,0.053
8/6/21 14:30,25.09,34.32,0,9.84,509.01,1485.67,46.725,468.716,0.99,-1.658,-5.318,3.661,0.053
8/6/21 15:00,25.05,34.85,0,11.35,453.68,1355,34.185,310.42,0.859,-2.02,-5.672,3.652,0.053
8/6/21 15:30,25.35,33.95,0,10.73,392.61,1210.67,33.849,351.911,0.945,-1.675,-5.393,3.719,0.053
8/6/21 16:00,25.33,34.13,0,10.96,317.98,1027,19.413,303.897,0.972,0.579,-3.135,3.715,0.054
8/6/21 16:30,24.98,34.73,0,9.28,247.55,854,32.955,219.041,0.942,-2.552,-6.189,3.637,0.054
8/6/21 17:00,24.69,35.82,0,9.36,169.44,661.8,34.388,153.546,0.843,-1.992,-5.565,3.572,0.055
8/6/21 17:30,24.11,38.99,0,10.71,99.34,491.57,15.788,99.106,0.918,-1.307,-4.754,3.447,0.055
8/6/21 18:00,23.57,40.91,0,7.31,32.57,331.63,-3.699,66.939,0.689,0.959,-2.373,3.332,0.056
8/6/21 18:30,22.79,44.52,0,6.8,-31.99,165.47,-0.936,6.394,0.613,2.004,-1.164,3.168,0.056
8/6/21 19:00,21.61,48.96,0,7.95,-76.84,48.54,-5.371,-17.514,0.672,2.333,0,2.333,0.056
8/6/21 19:30,20.59,52.72,0,7.21,-87.63,5.77,-10.934,-40.656,0.7,3.815,0,3.815,0.057
8/6/21 20:00,19.92,56.38,0,8.03,-86.27,0,-9.992,-37.982,0.771,4,0,4,0.057
8/6/21 20:30,19.4,58.8,0,7.36,-84.97,0,-4.854,-42.041,0.66,4.231,0,4.231,0.057
8/6/21 21:00,19.04,60.11,0,6.85,-84,0,-4.099,-40.26,0.578,3.824,0,3.824,0.057
8/6/21 21:30,18.69,61.38,0,8.38,-82.9,0,-6.244,-50.33,0.555,3.639,0,3.639,0.058
8/6/21 22:00,18.32,62.78,0,6.01,-81.7,0,-2.483,-33.177,0.38,1.832,0,1.832,0.058
8/6/21 22:30,17.89,64.05,0,3.13,-78.03,0,-1.198,-22.369,0.127,0.61,0,0.61,0.058
8/6/21 23:00,17.12,66.79,0,2.94,-72.13,0,-6.864,-37.508,0.223,2.359,0,2.359,0.059
8/6/21 23:30,16.16,69.87,0,3.2,-67.83,0,-3.766,-10.835,0.065,1.459,0,1.459,0.059
8/7/21 0:00,14.04,76.91,0,1.46,-62.67,0,-4.174,-11.18,0.079,2.682,0,2.682,0.059
8/7/21 0:30,13.01,80.97,0,2.19,-60.17,0,3.46,-1.454,0.065,1.286,0,1.286,0.059
8/7/21 1:00,12.5,80.53,0,1.59,-59.37,0,0.932,-3.783,0.032,1.201,0,1.201,0.059
8/7/21 1:30,12.01,80.66,0,1.86,-57.77,0,0.857,-2.431,0.06,1.032,0,1.032,0.059
8/7/21 2:00,10.81,84.13,0,0.72,-56.7,0,2.006,0.247,0.046,1.032,0,1.032,0.059
8/7/21 2:30,10.14,85.1,0,0.37,-54.5,0,1.086,-2.106,0.05,0.948,0,0.948,0.059
8/7/21 3:00,9.43,86.53,0,2,-54.13,0,0.601,-2.735,0.065,0.863,0,0.863,0.06
8/7/21 3:30,9.31,88,0,0.32,-55.03,0,9.085,3.22,0.082,0.64,0,0.64,0.06
8/7/21 4:00,9.01,90.03,0,1.55,-54.13,0,-4.17,-16.017,0.045,0.416,0,0.416,0.06
8/7/21 4:30,8.47,91.2,0,0.7,-54,0,1.721,-4.048,0.066,0.192,0,0.192,0.06
8/7/21 5:00,8.26,90.97,0,0.57,-53.03,15.77,0.366,-13.829,0.089,-0.018,-0.624,0.606,0.06
8/7/21 5:30,8.85,87.8,0,1.5,-26.44,84.93,1.451,0.819,0.058,-0.228,-1.249,1.021,0.06
8/7/21 6:00,10.45,81.31,0,0.48,29.54,238.43,24.021,47.4,0.101,-6.393,-7.589,1.196,0.06
8/7/21 6:30,14.12,70.02,0,2.24,85.77,384.13,1.322,9.668,0.045,-6.082,-7.748,1.666,0.059
8/7/21 7:00,17.88,59.61,0,0.97,158.19,570.7,15.481,55.171,0.127,-5.77,-8.02,2.25,0.057
8/7/21 7:30,19.75,52.85,0,1.53,236.51,761.27,40.466,141.358,0.225,-5.458,-8.036,2.578,0.057
8/7/21 8:00,21.76,45.01,0,3.94,312.65,944.67,29.839,99.651,0.274,-2.799,-5.76,2.961,0.055
8/7/21 8:30,23.32,39.3,0,2.98,382.81,1117.33,75.278,209.825,0.448,-1.539,-4.818,3.279,0.054
8/7/21 9:00,23.81,36.85,0,5.49,448.14,1280.67,49.344,252.564,0.495,-3.313,-6.695,3.382,0.053
8/7/21 9:30,24.3,35.55,0,5.74,508.57,1431,92.503,280.906,0.604,-2.286,-5.774,3.488,0.052
8/7/21 10:00,25.5,32.66,0,6.47,554.54,1546.33,59.976,415.061,0.626,-1.548,-5.3,3.752,0.051
8/7/21 10:30,26.1,32.09,0,6.7,595.03,1652,60.015,418.906,0.649,-1.418,-5.308,3.889,0.052
8/7/21 11:00,26.58,31.38,0,7.79,625.03,1734.33,60.111,468.137,0.851,-0.435,-4.435,4,0.052
8/7/21 11:30,27,30.32,0,9.08,638.8,1776.33,51.344,440.134,0.794,0.429,-3.669,4.098,0.052
8/7/21 12:00,27.46,29.87,0,9.63,644.03,1795.33,36.23,369.811,0.774,-0.612,-4.818,4.206,0.052
8/7/21 12:30,27.78,30.11,0,12.05,637.5,1785.33,37.905,407.163,0.82,0.007,-4.277,4.285,0.052
8/7/21 13:00,27.81,29.77,0,10.67,622.77,1759.33,31.02,492.332,1.071,-0.218,-4.51,4.292,0.052
8/7/21 13:30,27.64,30.69,0,12.16,598.23,1702.33,49.462,458.946,1.039,-0.063,-4.314,4.251,0.052
8/7/21 14:00,27.83,30.06,0,12.67,563.43,1627,34.508,448.886,1.221,-0.037,-4.332,4.295,0.052
8/7/21 14:30,27.64,29.97,0,11.61,518.1,1519.33,26.72,450.79,1.168,-2.171,-6.423,4.251,0.052
8/7/21 15:00,27.55,30.16,0,11.5,462.73,1384.33,25.103,420.458,1.189,-0.551,-4.779,4.228,0.052
8/7/21 15:30,27.35,31.84,0,9.72,407.52,1250.33,10.901,359.321,1.001,-0.564,-4.744,4.18,0.052
8/7/21 16:00,26.45,36.55,0,10.92,292.17,969.33,23.826,238.657,0.885,-0.309,-4.277,3.969,0.053
8/7/21 16:30,26.59,35.07,0,9.18,262.88,898,44,239.64,0.983,0.51,-3.492,4.002,0.054
8/7/21 17:00,26.34,33.29,0,10.11,185.49,709.27,26.758,218.304,1.09,0.788,-3.155,3.943,0.054
8/7/21 17:30,25.69,35.49,0,8.76,125.75,557.3,-66.153,138.823,0.678,3.376,-0.42,3.796,0.054
8/7/21 18:00,24.55,42.27,0,7.94,43.05,349.67,0.601,83.55,0.679,2.302,-1.239,3.541,0.055
8/7/21 18:30,22.87,48.1,0,7.72,-38.46,124.9,1.979,-1.069,0.538,3.534,-0.62,4.154,0.056
8/7/21 19:00,21.65,53.2,0,5.25,-75.48,40.21,-6.152,-22.568,0.416,4.766,0,4.766,0.056
8/7/21 19:30,20.78,57.91,0,7.92,-82.43,4.37,-6.119,-32.3,0.75,4.575,0,4.575,0.056
8/7/21 20:00,20.22,61.28,0,9.71,-78.2,0,-5.918,-39.46,0.737,4.386,0,4.386,0.057
8/7/21 20:30,19.69,64.26,0,8.41,-76.9,0,-3.106,-42.763,0.827,2.668,0,2.668,0.057
8/7/21 21:00,19.49,64.78,0,8.95,-77.8,0,-12.243,-38.395,0.803,2.583,0,2.583,0.057
8/7/21 21:30,19.27,65.58,0,9.5,-78.47,0,-7.039,-46.012,0.861,0.852,0,0.852,0.057
8/7/21 22:00,18.99,66.02,0,9.53,-80.2,0,-2.547,-40.301,0.864,0.449,0,0.449,0.057
8/7/21 22:30,18.54,68.26,0,10.09,-79.37,0,-3.918,-45.629,0.895,1.463,0,1.463,0.057
8/7/21 23:00,18.04,69.49,0,10.72,-79.3,0,-2.405,-28.184,0.984,2.354,0,2.354,0.057
8/7/21 23:30,17.45,69.46,0,11.23,-80.93,0,-3.55,-37.918,1.047,2.68,0,2.68,0.058
8/8/21 0:00,17.22,67.91,0,12.22,-80.17,0,19.273,-10.943,1.155,3.105,0,3.105,0.058
8/8/21 0:30,16.58,68.73,0,10.84,-80.43,0,23.218,-24.916,0.995,2.422,0,2.422,0.058
8/8/21 1:00,15.8,69.66,0,10.39,-81.5,0,-1.119,-28.997,0.842,1.362,0,1.362,0.058
8/8/21 1:30,15.31,69.89,0,10.57,-72.97,0,5.841,-38.197,0.998,2.375,0,2.375,0.058
8/8/21 2:00,14.94,69.77,0,9.09,-69.87,0,12.205,-27.778,0.654,2.685,0,2.685,0.058
8/8/21 2:30,14.8,67.7,0,8.06,-63.03,0,2.546,-2.182,0.483,0.225,0,0.225,0.058
8/8/21 3:00,14.04,68.97,0,6.03,-68.27,0,0.575,-23.895,0.51,1.066,0,1.066,0.059
8/8/21 3:30,13.51,67.68,0,7.87,-77.87,0,3.246,-32.5,0.578,0.417,0,0.417,0.059
8/8/21 4:00,13.01,67.61,0,6.52,-68.5,0,13.932,-31.432,0.703,1.672,0,1.672,0.059
8/8/21 4:30,12.5,66.5,0,9.33,-81.27,0,13.291,-37.384,0.638,2.528,0,2.528,0.059
8/8/21 5:00,11.87,66.62,0,7.41,-88.6,13.62,9.553,-39.808,0.601,0.638,0,0.638,0.059
8/8/21 5:30,11.57,65.5,0,6.23,-67.21,79.16,3.774,,0.527,-3.745,-5.073,1.328,0.059
8/8/21 6:00,11.65,64.66,0,6.59,-9.45,224.43,13.376,25.586,0.669,-3.696,-5.034,1.338,0.059
8/8/21 6:30,12.04,63.06,0,8.04,66.94,401.23,21.734,105.939,0.694,-6.886,-8.273,1.387,0.058
8/8/21 7:00,12.98,58.09,0,8.28,156.36,599.63,40.774,172.85,0.881,-8.353,-9.862,1.509,0.058
8/8/21 7:30,12.73,57.03,0,10.29,242.57,787.87,37.45,173.352,0.704,-8.638,-10.115,1.477,0.058
8/8/21 8:00,13.88,51.41,0,7.12,322.1,976.33,86.609,230.468,0.647,-10.823,-12.456,1.633,0.056
8/8/21 8:30,14.46,49.18,0,5.12,377.4,1115.33,90.478,391.752,0.709,-9.166,-10.88,1.714,0.056
8/8/21 9:00,15.12,44.28,0,5.84,460.27,1309.67,17.075,389.284,0.664,-8.185,-9.997,1.811,0.054
8/8/21 9:30,16,37.49,0,7.71,517.67,1450.33,53.375,383.277,0.861,-4.93,-6.874,1.944,0.053
8/8/21 10:00,16.3,37.43,0,9.21,568.4,1572,76.416,445.125,0.895,-6.706,-8.698,1.992,0.053
8/8/21 10:30,17.02,33.47,0,10.27,605.57,1666.67,63.696,416.221,0.767,-6.327,-8.433,2.107,0.053
8/8/21 11:00,17.77,33.24,0,8.97,629.93,1735,48.159,466.122,0.835,-5.291,-7.522,2.231,0.053
8/8/21 11:30,18.39,32.35,0,8.48,644.8,1776.67,39.594,631.592,0.94,-4.986,-7.323,2.337,0.054
8/8/21 12:00,19.25,30.16,0,7.73,647.13,1793.33,61.318,444.59,0.732,-2.928,-5.416,2.488,0.053
8/8/21 12:30,19.82,29.38,0,8.17,639.97,1780.67,62.35,467.722,0.72,-3.946,-6.537,2.591,0.053
8/8/21 13:00,19.94,28.36,0,9,622.63,1743.33,35.254,396.891,0.759,-3.21,-5.822,2.613,0.053
8/8/21 13:30,20.42,27.27,0,8.76,593.3,1680,34.002,360.96,0.737,-2.142,-4.845,2.703,0.053
8/8/21 14:00,20.82,27.09,0,8.98,554.6,1598.67,32.177,400.685,0.674,-1.992,-4.77,2.778,0.053
8/8/21 14:30,21.19,26.89,0,8.61,505.6,1485.33,44.151,328.422,0.623,-2.14,-4.99,2.85,0.053
8/8/21 15:00,21.45,27.36,0,7.31,450.06,1354.33,27.277,311.119,0.663,-1.004,-3.905,2.9,0.053
8/8/21 15:30,21.8,26.63,0,6.95,384.94,1199.67,28.461,269.926,0.623,-1.752,-4.722,2.97,0.054
8/8/21 16:00,22.05,26.43,0,7.7,308.44,1013,21.463,268.122,0.651,-0.683,-3.701,3.018,0.054
8/8/21 16:30,21.96,26.54,0,6.58,237.02,842.97,24.106,180.807,0.535,-0.411,-3.411,3,0.054
8/8/21 17:00,22.08,26.26,0,5.62,154.5,643.97,16.554,148.839,0.52,0.402,-2.623,3.025,0.054
8/8/21 17:30,21.76,27.52,0,6.16,76,457,19.034,82.971,0.504,-0.51,-3.472,2.962,0.056
8/8/21 18:00,21.22,28.88,0,5.54,2.83,280.53,6.566,17.314,0.387,0.924,-1.932,2.856,0.056
8/8/21 18:30,20.45,31.19,0,4.98,-57.61,131.17,0.907,-3.493,0.367,1.666,-1.043,2.709,0.057
8/8/21 19:00,19.19,34.2,0,2.88,-94.01,39.13,-1.355,-22.558,0.243,2.403,0,2.403,0.057
8/8/21 19:30,18.2,36.45,0,1.68,-95.93,3.15,0.457,-9.543,0.104,3.441,0,3.441,0.058
8/8/21 20:00,17,39.55,0,4.13,-89.53,0,-2.706,-28.727,0.216,4.479,0,4.479,0.058
8/8/21 20:30,15.75,43.49,0,2.55,-84.5,0,-1.802,-13.95,0.11,2.55,0,2.55,0.059
8/8/21 21:00,13.88,48.43,0,2.08,-78.67,0,-0.309,-5.124,0.052,0.653,0,0.653,0.059
8/8/21 21:30,11.93,54.57,0,1.33,-74.87,0,0.892,6.111,0.064,1.009,0,1.009,0.059
8/8/21 22:00,10.29,59.89,0,2.88,-72.03,0,-0.295,-1.9,0.048,1.366,0,1.366,0.059
8/8/21 22:30,8.98,63.28,0,1.72,-70.67,0,1.049,2.71,0.039,1.37,0,1.37,0.06
8/8/21 23:00,8.41,65.39,0,1.41,-69.8,0,-6.714,-14.298,0.108,1.375,0,1.375,0.06
8/8/21 23:30,7.35,67.51,0,1.45,-66.33,0,1.16,2.227,0.062,1.379,0,1.379,0.06
8/9/21 0:00,6.38,69.86,0,1.93,-64.97,0,-2.009,-4.726,0.047,1.383,0,1.383,0.06
8/9/21 0:30,5.63,71.68,0,1.18,-63.2,0,-0.248,-2.421,0.046,2.296,0,2.296,0.061
8/9/21 1:00,4.76,74.46,0,1.38,-61.23,0,-0.547,-3.137,0.041,2.756,0,2.756,0.061
8/9/21 1:30,4.33,75.37,0,1.2,-60.7,0,-0.706,-0.392,0.042,0.553,0,0.553,0.061
8/9/21 2:00,3.8,79.03,0,1.59,-60.37,0,1.989,2.838,0.043,0.467,0,0.467,0.061
8/9/21 2:30,3.44,80.22,0,2.51,-58.63,0,0.108,-1.791,0.036,0.381,0,0.381,0.061
8/9/21 3:00,3.28,79.9,0,2.82,-57.33,0,-0.264,0.252,0.018,0.4,0,0.4,0.061
8/9/21 3:30,2.86,84.07,0,0.57,-56.57,0,-0.484,-1.593,0.055,1.484,0,1.484,0.062
8/9/21 4:00,2.49,85.33,0,1.45,-55.4,0,-1.051,-1.592,0.053,1.354,0,1.354,0.062
8/9/21 4:30,2.22,84.97,0,0.41,-54.63,0,1.633,2.288,0.044,0.215,0,0.215,0.062
8/9/21 5:00,1.93,85.7,0,2.41,-54.33,11.54,0.278,-1.891,0.051,0.588,0,0.588,0.062
8/9/21 5:30,2.12,84.8,0,1.33,-34.69,66.88,1.506,2.558,0.045,-0.305,-0.772,0.467,0.062
8/9/21 6:00,3.72,79.12,0,0.49,12.34,193.6,9.241,61.65,0.065,-2.189,-2.762,0.573,0.061
8/9/21 6:30,7.48,66.23,0,0.84,77.42,371.53,34.184,,0.084,-4.072,-4.957,0.884,0.059
8/9/21 7:00,10.75,62.02,0,2.67,151.21,554.97,31.336,149.451,0.251,-5.956,-7.186,1.23,0.059
8/9/21 7:30,13.17,57.03,0,2.79,230.56,742.6,32.506,171.623,0.22,-5.686,-7.221,1.535,0.058
8/9/21 8:00,14.89,51.91,0,2.79,310.38,933.67,20.876,127.296,0.199,-5.416,-7.192,1.776,0.056
8/9/21 8:30,15.75,48.62,0,2.48,384.27,1115.67,45.387,280.323,0.279,-7.374,-9.279,1.905,0.055
8/9/21 9:00,17.24,43.32,0,4.13,449.83,1276,29.255,155.8,0.25,-5.117,-7.259,2.142,0.054
8/9/21 9:30,18.11,39.81,0,3.4,507.67,1418.67,55.494,322.617,0.436,-3.461,-5.75,2.289,0.053
8/9/21 10:00,19.74,35.19,0,4.64,556.63,1541.67,25.354,276.406,0.367,-1.854,-4.43,2.576,0.052
8/9/21 10:30,21.05,32.1,0,4.45,594.07,1639.67,52.66,409.72,0.442,-3.008,-5.829,2.822,0.052
8/9/21 11:00,22.2,28.72,0,3.39,620.57,1713.67,64.443,471.512,0.514,1.733,-1.316,3.049,0.052
8/9/21 11:30,23.67,22.37,0,4.81,629.8,1753.33,76.227,356.07,0.296,-2.417,-5.77,3.352,0.053
8/9/21 12:00,24.75,20.44,0,6.35,636.17,1781.33,70.022,368.595,0.498,-5.708,-9.293,3.585,0.052
8/9/21 12:30,25.39,17.72,0,4.14,629.33,1778,63.817,332.781,0.368,-2.135,-5.862,3.728,0.052
