,TA,RH,P,WS,NETRAD,PPFD_IN,LE,H,USTAR,NEE,GPP,RECO,SWC_0to30cm_1
1/1/21 0:00,-0.85,93.17,0,0.32,-0.43,0,-0.098,-1.58,0.046,0.832,0,0.832,0.149
1/1/21 0:30,-0.21,89.27,0,0.8,-0.13,0,-0.178,-4.759,0.067,0.597,0,0.597,0.149
1/1/21 1:00,0.03,88.47,0,0.84,-1.33,0,0.17,-1.146,0.047,1.46,0,1.46,0.149
1/1/21 1:30,-0.04,89.83,0,0.51,-10.63,0,-0.132,-0.227,0.059,1.073,0,1.073,0.149
1/1/21 2:00,-0.12,91.07,0,,-0.9,0,-0.542,-0.047,0.084,1.032,0,1.032,0.149
1/1/21 2:30,-0.03,91,0,,1.83,0,-0.456,0.214,0.034,0.286,0,0.286,0.149
1/1/21 3:00,0.1,91.07,0,,4.03,0,-0.042,-0.817,0.027,0.221,0,0.221,0.149
1/1/21 3:30,0.28,90.4,0,0.29,2.57,0,2.224,,0.238,0.316,0,0.316,0.149
1/1/21 4:00,0.36,88.93,0,0.43,-9.3,0,0.356,-1.143,0.05,0.412,0,0.412,0.149
1/1/21 4:30,0.14,89.17,0,0.46,-36.8,0,0.608,0.146,0.062,0.508,0,0.508,0.149
1/1/21 5:00,-0.2,91.77,0,1.36,-22.87,0,0.142,-0.224,0.061,0.632,0,0.632,0.149
1/1/21 5:30,0.09,89.53,0,0.93,-16.47,0,0.192,,,0.756,0,0.756,0.149
1/1/21 6:00,-0.22,90.87,0,0.11,-18.8,0,0.242,-0.569,0.071,0.88,0,0.88,0.149
1/1/21 6:30,-0.37,92.73,0,,-20.3,0,-0.217,0.539,0.049,1.005,0,1.005,0.149
1/1/21 7:00,-0.57,93.9,0,0.33,-30.83,0,-0.064,-1.262,0.065,1.088,0,1.088,0.149
1/1/21 7:30,-0.75,94.6,0,,-39.1,3.58,0.01,-0.736,0.042,1.171,0,1.171,0.149
1/1/21 8:00,-1.04,94.9,0,0.29,-18.96,31.65,0.034,-1.707,0.071,-0.266,-0.85,0.584,0.149
1/1/21 8:30,-1.11,95.37,0,1.3,1.18,81.18,-0.2,-1.619,0.087,-1.81,-2.388,0.577,0.149
1/1/21 9:00,-0.47,94.47,0,1.77,21.68,123.93,1.277,-1.197,0.062,-2.262,-2.902,0.64,0.148
1/1/21 9:30,0.35,90.5,0,0.44,44.74,177.8,-0.403,-2.181,0.035,-1.379,-2.107,0.728,0.148
1/1/21 10:00,1.18,86.77,0,0.21,55.8,218.73,6.385,10.11,0.15,-0.37,-1.196,0.826,0.148
1/1/21 10:30,2.37,80.21,0,1.86,108.09,348.33,10.553,25.311,0.181,-0.349,-1.33,0.981,0.147
1/1/21 11:00,3.48,71.75,0,1.67,114.22,367.4,-0.855,13.23,0.165,-0.329,-1.472,1.143,0.147
1/1/21 11:30,4.12,69.73,0,1.63,106.51,341.2,-11.209,4.251,0.166,-0.896,-2.173,1.277,0.146
1/1/21 12:00,5.08,66.68,0,2.92,231,625,-3.189,79.948,0.258,-1.464,-2.875,1.41,0.145
1/1/21 12:30,6.9,55.86,0,6.11,330.45,872.67,11.819,123.368,0.157,-0.526,-2.289,1.763,0.144
1/1/21 13:00,7.71,53.37,0,3.53,282.64,769.13,-7.058,108.694,0.278,1.075,-0.863,1.938,0.144
1/1/21 13:30,7.54,53.46,0,4.84,135.13,457.4,-12.376,22.736,0.235,-0.836,-2.736,1.9,0.144
1/1/21 14:00,6.99,54.18,0,4.18,43.69,211.77,-17.694,-2.766,0.314,-0.28,-2.061,1.782,0.145
1/1/21 14:30,6.53,55.21,0,4.1,36.75,155.07,12.742,-6.198,0.178,-1.141,-2.829,1.687,0.145
1/1/21 15:00,6.39,56.66,0,3.79,19.71,109.1,17.875,-1.844,0.328,-1.39,-3.048,1.659,0.146
1/1/21 15:30,7.1,55.11,0,5.16,11.31,79.96,4.217,-5.052,0.208,-3.648,-5.454,1.806,0.146
1/1/21 16:00,7.02,56.68,0,4.36,3.5,48.01,13.76,-26.467,0.636,-0.781,-2.727,1.945,0.146
1/1/21 16:30,5.86,71.47,0.438,8.72,-0.02,9.74,19.385,-30.426,0.54,2.085,0,2.085,0.147
1/1/21 17:00,4.03,81.43,0.73,4.1,4.23,0,9.645,,,1.462,0,1.462,0.147
1/1/21 17:30,3.17,84.03,0.146,3.21,4.8,0,-0.095,-36.8,0.266,0.839,0,0.839,0.148
1/1/21 18:00,3.16,83.77,0.146,3.47,4.87,0,1.215,-35.282,0.311,0.216,0,0.216,0.148
1/1/21 18:30,3.42,81.8,0,2.76,5.6,0,-0.076,-41.863,0.351,0.559,0,0.559,0.149
1/1/21 19:00,3.56,80.29,0,3.41,5.5,0,0.616,-43.616,0.323,1.401,0,1.401,0.149
1/1/21 19:30,3.53,79.14,0,5.2,3.67,0,1.483,-49.071,0.304,1.085,0,1.085,0.149
1/1/21 20:00,3.35,79.6,0,3.52,3.43,0,-1.284,-28.391,0.298,0.77,0,0.77,0.149
1/1/21 20:30,3.25,79.02,0,3.24,5.87,0,6.127,-20.965,0.246,0.454,0,0.454,0.149
1/1/21 21:00,3.2,78.42,0,4.99,-0.2,0,1.932,-61.926,0.369,0.138,0,0.138,0.149
1/1/21 21:30,3.51,74.81,0,5.95,-39.7,0,-6.906,-120.519,0.718,0.111,0,0.111,0.15
1/1/21 22:00,3.67,74.47,0,5.51,-38.43,0,3.684,-37.92,0.428,0.229,0,0.229,0.149
1/1/21 22:30,2.92,81.14,0,1.38,-7.23,0,2.542,-0.704,0.091,0.852,0,0.852,0.15
1/1/21 23:00,1.47,88.67,0,1.48,-4,0,-0.947,-41.768,0.09,1.474,0,1.474,0.15
1/1/21 23:30,1.9,84.83,0,0.71,-5.37,0,-0.333,-4.074,0.112,1.208,0,1.208,0.15
1/2/21 0:00,1.66,85,0,1.67,-26.1,0,-5.736,-54.843,0.235,0.942,0,0.942,0.15
1/2/21 0:30,3.38,73.98,0,3.62,-66.3,0,-0.547,-18.855,0.164,0.676,0,0.676,0.15
1/2/21 1:00,3.41,73.82,0,3.88,-59.5,0,2.678,-67.325,0.379,0.552,0,0.552,0.15
1/2/21 1:30,3.78,71,0,3.76,-56.93,0,-2.551,-47.861,0.251,0.302,0,0.302,0.15
1/2/21 2:00,2.54,76.91,0,3.31,-38.97,0,5.741,-126.629,0.179,0.302,0,0.302,0.15
1/2/21 2:30,3.59,71.99,0,4.43,-13.43,0,-1.969,-42.455,0.249,0.177,0,0.177,0.15
1/2/21 3:00,4.02,71.48,0,3.04,-13.07,0,-1.843,-18.045,0.266,0.052,0,0.052,0.149
1/2/21 3:30,3.99,70.26,0,4.19,-17.53,0,-11.5,-73.891,0.502,0.077,0,0.077,0.149
1/2/21 4:00,4.43,66.7,0,3.61,-15.03,0,0.437,-29.896,0.312,0.128,0,0.128,0.149
1/2/21 4:30,4.64,67.32,0,6.27,-19.73,0,-6.067,-69.73,0.618,0.128,0,0.128,0.149
1/2/21 5:00,4.97,65.11,0,7.1,-35.03,0,4.802,-42.835,0.445,0.153,0,0.153,0.149
1/2/21 5:30,5.02,65.34,0,5.98,-12.63,0,1.454,-38.607,0.416,0.178,0,0.178,0.149
1/2/21 6:00,5.05,64.1,0,5,-16.37,0,-4.328,-22.837,0.213,0.186,0,0.186,0.148
1/2/21 6:30,3.6,69.35,0,4.23,-14.7,0,-60.202,,0.905,2.739,0,2.739,0.148
1/2/21 7:00,3.42,70.97,0,3.33,-8.5,0,-0.927,-15.017,0.131,3.785,0,3.785,0.148
1/2/21 7:30,4.01,68.77,0,3.49,-7.53,2.11,-7.034,-72.573,0.552,4.83,0,4.83,0.148
1/2/21 8:00,5.32,67.16,0,8.14,-7.9,19.14,-4.341,-92.708,0.807,3.027,-0.183,3.21,0.148
1/2/21 8:30,6.04,61.42,0,8.17,5.3,54.92,0.298,-60.986,0.646,1.223,-0.366,1.589,0.147
1/2/21 9:00,5.68,65.2,0,8.97,28.03,103.9,-2.001,-69.32,0.786,0.134,-1.386,1.521,0.147
1/2/21 9:30,5.91,62.3,0,8.47,40.75,145.67,4.235,-42.979,0.685,0.809,-0.756,1.565,0.147
1/2/21 10:00,6.34,59.69,0,8.31,78.43,252.57,10.429,-36.148,0.71,0.076,-1.572,1.648,0.147
1/2/21 10:30,6.82,56.07,0,8.58,108.71,310.93,-16.165,-13.923,0.677,0.428,-1.318,1.747,0.146
1/2/21 11:00,6.36,60.26,0,7.79,66.44,203.17,3.589,-28.555,0.506,-0.416,-2.07,1.653,0.146
1/2/21 11:30,6.72,58.32,0,7.91,77.81,236.73,-13.283,-28.731,0.594,-0.335,-2.061,1.726,0.146
1/2/21 12:00,6.73,59.3,0,8.01,73.42,239.1,0.361,-11.844,0.458,0.986,-0.741,1.727,0.146
1/2/21 12:30,6.81,59.7,0,7.47,109.99,318.2,17.11,4.835,0.646,0.264,-1.517,1.781,0.146
1/2/21 13:00,7.25,55.21,0,6.74,127.75,374.67,-1.603,7.844,0.556,-0.457,-2.293,1.836,0.145
1/2/21 13:30,7.77,53.7,0,5.79,92.35,291.1,0.806,6.749,0.46,-1.018,-2.967,1.95,0.145
1/2/21 14:00,8.07,53.51,0,4.59,72.68,240.3,18.994,-6.772,0.626,0.204,-1.815,2.018,0.145
1/2/21 14:30,7.93,54.87,0,9.52,53.04,201.33,20.929,-22.96,0.779,1.425,-0.56,1.986,0.145
1/2/21 15:00,7.71,57.05,0,7.04,39.71,168.1,7.517,-32.439,0.6,1.524,-0.42,1.944,0.145
1/2/21 15:30,7.48,59.17,0,10.26,22.43,106.53,-11.813,-73.729,0.808,1.623,-0.28,1.903,0.146
1/2/21 16:00,7.27,60.1,0,7.63,-5.48,57.38,-16.863,-77.018,0.75,1.721,-0.14,1.862,0.146
1/2/21 16:30,7.38,58.79,0,8.11,-25.07,10.75,2.623,-83.722,0.655,1.82,0,1.82,0.146
1/2/21 17:00,7.43,58.71,0,6.77,-18.1,0,2.642,-63.126,0.521,0.848,0,0.848,0.146
1/2/21 17:30,7.58,58.04,0,4.78,-11.87,0,7.029,-64.734,0.397,1.232,0,1.232,0.146
1/2/21 18:00,7.49,59.8,0.146,5.44,-5.4,0,3.576,-69.426,0.094,0.588,0,0.588,0.146
1/2/21 18:30,7.17,62.71,0,6.16,-0.37,0,-4.32,-59.077,0.373,0.001,0,0.001,0.146
1/2/21 19:00,6.59,66.78,0.146,4.88,0.67,0,3.019,-28.856,0.337,1.147,0,1.147,0.146
1/2/21 19:30,5.77,71.79,0,5.95,-0.57,0,-0.853,-30.248,0.507,1.146,0,1.146,0.146
1/2/21 20:00,5.58,72.89,0,6.61,0.43,0,-1.639,-27.707,0.36,1.144,0,1.144,0.146
1/2/21 20:30,5.17,74.94,0,5.48,-0.43,0,1.222,-25.477,0.351,1.142,0,1.142,0.146
1/2/21 21:00,5.15,75.05,0,4.45,-1.13,0,4.794,-31.27,0.43,1.141,0,1.141,0.146
1/2/21 21:30,4.83,77.39,0,6.14,0,0,-0.614,-32.094,0.389,1.138,0,1.138,0.146
1/2/21 22:00,4.78,76.27,0,4.4,-0.5,0,14.233,-34.673,0.471,1.136,0,1.136,0.146
1/2/21 22:30,5.57,69.76,0,4.58,-2.33,0,-2.564,-53.089,0.381,1.132,0,1.132,0.146
1/2/21 23:00,5.92,67.9,0,5.18,-5.2,0,3.566,-19.335,0.678,1.131,0,1.131,0.146
1/2/21 23:30,6.16,66.61,0,6.27,-13.93,0,6.785,-99.213,0.675,0.926,0,0.926,0.146
1/3/21 0:00,6.72,64.24,0.146,9.47,-25.7,0,7.77,-83.577,0.876,0.722,0,0.722,0.146
1/3/21 0:30,6.47,66.09,0,10.39,-30.67,0,-3.345,-115.228,0.977,0.517,0,0.517,0.146
1/3/21 1:00,6.31,68.06,0.146,10.86,-14.77,0,-3.031,-182.183,1.25,2.367,0,2.367,0.146
1/3/21 1:30,5.9,72.08,0.292,10.88,-3.23,0,-2.374,-188.801,1.141,4.218,0,4.218,0.146
1/3/21 2:00,5.65,74.69,0.438,14.33,-2.83,0,3.124,-190.423,1.217,2.511,0,2.511,0.146
1/3/21 2:30,5.5,76.26,0.438,12.04,-1.57,0,-1.148,-165.81,0.952,0.805,0,0.805,0.146
1/3/21 3:00,5.21,78.66,0.876,10.04,-0.57,0,-0.19,-150.468,0.805,0.959,0,0.959,0.146
1/3/21 3:30,4.98,80.87,0.876,7.26,1.4,0,-1.165,-104.763,0.707,0.84,0,0.84,0.146
1/3/21 4:00,4.32,85.07,0.584,4.92,3.17,0,-0.496,,,0.721,0,0.721,0.147
1/3/21 4:30,4.34,83.57,1.314,6.14,2,0,0.173,-107.801,0.708,0.602,0,0.602,0.148
1/3/21 5:00,4.36,84.9,0.73,6.68,1.9,0,-1.03,-108.677,0.747,0.483,0,0.483,0.15
1/3/21 5:30,4.43,83.37,0.438,7.25,1.73,0,-0.074,-138.296,0.834,0.992,0,0.992,0.15
1/3/21 6:00,4.43,81.95,0.146,9.45,0.83,0,0.683,-199.271,0.89,0.557,0,0.557,0.15
1/3/21 6:30,4.38,79.38,0,9.45,-0.3,0,2.17,-139.134,0.843,0.121,0,0.121,0.15
1/3/21 7:00,4.09,79.48,0.292,8.33,0.07,0,-1.83,-162.125,0.957,-0.314,0,-0.314,0.15
1/3/21 7:30,3.97,77.02,0,10.93,-12.63,6.77,2.041,-149.026,0.959,-0.75,-1.219,0.469,0.151
1/3/21 8:00,4.16,73.59,0,9.92,-62.52,68.55,18.868,-109.132,0.903,-0.815,-2.068,1.253,0.151
1/3/21 8:30,4.56,69.1,0,8.27,-24.76,182.93,17.97,-58.637,0.848,-0.047,-1.367,1.32,0.151
1/3/21 9:00,5.37,60.75,0,9.15,38.99,321.6,-47.156,-57.249,0.746,0.468,-1.001,1.469,0.15
1/3/21 9:30,6.19,52,0,8.41,98.24,447.2,46.32,2.838,0.818,0.983,-0.636,1.619,0.149
1/3/21 10:00,7.02,43.28,0,10.09,150.55,554.47,48.686,70.119,0.975,0.704,-1.101,1.805,0.148
1/3/21 10:30,7.95,34.75,0,8.61,194.27,644.83,-6.163,84.468,1.042,0.425,-1.566,1.991,0.148
1/3/21 11:00,8.49,40.03,0,10.34,229.99,716.57,-61.012,120.415,1.094,-4.353,-6.468,2.115,0.148
1/3/21 11:30,8.79,42.43,0,11.06,253.35,764.23,-8.176,133.75,1.119,-2.771,-4.96,2.188,0.148
1/3/21 12:00,9.14,46.34,0,9.33,263.95,784.33,-58.753,84.928,0.292,-1.68,-3.953,2.273,0.147
1/3/21 12:30,9.69,47.39,0,4.55,271.03,795.17,3.131,84.097,0.177,-3.275,-5.686,2.411,0.146
1/3/21 13:00,10.25,46.42,0,4.5,254.18,753.17,-2.249,140.216,0.644,1.837,-0.722,2.559,0.147
1/3/21 13:30,9.88,44.12,0,6.45,167.17,555.63,-66.862,41.355,0.358,-1.392,-3.853,2.461,0.147
1/3/21 14:00,9.64,47.1,0,3.54,117.23,437.13,-24.001,53.418,0.715,-0.227,-2.627,2.4,0.147
1/3/21 14:30,9.45,51.98,0,4.23,85.53,366.8,18.859,3.509,0.508,0.937,-1.413,2.35,0.147
1/3/21 15:00,9.53,51.25,0,6.63,31.4,269.5,0.511,-16.957,0.553,1.986,-0.386,2.372,0.147
1/3/21 15:30,9.31,48.88,0,5.58,-23.35,149.57,-11.488,-38.904,0.46,-2.602,-4.919,2.316,0.148
1/3/21 16:00,9.12,46.7,0,6.81,-43.46,61.77,-4.462,-59.34,0.636,-0.138,-2.406,2.268,0.148
1/3/21 16:30,8.87,52.78,0,4.76,-38.47,10.32,-1.92,-32.917,0.341,0.468,0,0.468,0.148
1/3/21 17:00,7.99,55.58,0,4.21,-39,0,-4.793,-15.304,0.183,0.952,0,0.952,0.148
1/3/21 17:30,7.51,54.97,0,2.19,-52.53,0,4.021,23.501,0.114,0.863,0,0.863,0.149
1/3/21 18:00,5.96,61.41,0,3.02,-51.8,0,6.012,7.758,0.114,1.601,0,1.601,0.15
1/3/21 18:30,4.33,69.55,0,1.53,-16.4,0,0.701,-4.773,0.084,0.182,0,0.182,0.15
1/3/21 19:00,3.67,74.13,0,2.01,-6.63,0,-0.415,7.75,0.095,2.205,0,2.205,0.15
1/3/21 19:30,3.54,74.02,0,1.09,-8.87,0,-0.02,0.205,0.057,2.219,0,2.219,0.15
1/3/21 20:00,3.44,75.31,0,1.32,-5.03,0,-0.278,-6.271,0.079,0.502,0,0.502,0.15
1/3/21 20:30,2.85,80.36,0,0.96,-1.73,0,-0.132,-1.798,0.054,0.421,0,0.421,0.15
1/3/21 21:00,3.42,79.87,0,1.33,-3,0,-0.874,1.746,0.076,0.341,0,0.341,0.15
1/3/21 21:30,3.03,82.6,0,0.97,-7.13,0,0.058,-3.127,0.041,0.261,0,0.261,0.15
1/3/21 22:00,3.06,82.73,0,0.76,-4.6,0,0.601,0.27,0.175,0.261,0,0.261,0.15
1/3/21 22:30,2.94,84.2,0,0.54,0.83,0,-0.951,-15.618,0.3,0.699,0,0.699,0.15
1/3/21 23:00,2.72,88.23,0,1.78,6.97,0,0.211,-26.775,0.105,1.137,0,1.137,0.15
1/3/21 23:30,3,89.87,0,1.14,8.3,0,0.568,-3.812,0.219,1.204,0,1.204,0.149
1/4/21 0:00,3.33,89.1,0,2.48,6,0,1.226,-20.742,0.152,1.198,0,1.198,0.149
1/4/21 0:30,3.69,86.43,0,2.05,-24.2,0,0.5,-31.488,0.249,1.191,0,1.191,0.149
1/4/21 1:00,3.94,84.93,0,2.23,-14.87,0,1.799,,,1.181,0,1.181,0.149
1/4/21 1:30,4.49,82.73,0.146,4.08,7.2,0,3.098,-54.783,0.37,1.179,0,1.179,0.149
1/4/21 2:00,5.37,77.24,0,3.92,3.33,0,-4.483,-13.735,0.235,0.707,0,0.707,0.149
1/4/21 2:30,5.2,76.9,0,2.21,4.97,0,-0.793,-13.004,0.078,0.235,0,0.235,0.149
1/4/21 3:00,4.02,83.43,0,2.28,8.5,0,2.313,-27.015,0.281,0.301,0,0.301,0.149
1/4/21 3:30,4.98,76.69,0,5.07,2,0,36.376,,0.407,0.367,0,0.367,0.149
1/4/21 4:00,8.42,56.24,0,7.58,-17.07,0,-15.859,-135.418,0.466,0.433,0,0.433,0.148
1/4/21 4:30,8.27,57.36,0,7.04,-14.5,0,9.263,-30.619,0.507,1.508,0,1.508,0.147
1/4/21 5:00,8.64,57.24,0,7.21,-19.83,0,30.012,4.808,0.443,2.583,0,2.583,0.147
1/4/21 5:30,6.77,67.27,0,4.31,-20.1,0,0.334,-10.778,0.206,1.388,0,1.388,0.147
1/4/21 6:00,6.9,65.93,0,4.59,-20.27,0,-8.516,-27.712,0.294,0.194,0,0.194,0.147
1/4/21 6:30,7.25,64.05,0,5.13,-21.8,0,5.115,-16.001,0.299,0.254,0,0.254,0.147
1/4/21 7:00,7.9,59.95,0,3.69,-15.07,0,-17.643,-103.287,0.509,0.314,0,0.314,0.147
1/4/21 7:30,9,54.97,0,8,-15.1,0,-4.441,-75.937,0.606,0.373,0,0.373,0.146
1/4/21 8:00,7.55,63.13,0,6.16,-15.73,10.62,-1.446,-22.997,0.227,0.232,-0.872,1.104,0.146
1/4/21 8:30,7.24,64.31,0,5.07,-5.27,35.46,-0.46,-12.285,0.355,0.09,-1.744,1.834,0.146
1/4/21 9:00,7.13,64.6,0,5.42,5.43,70.19,0.957,-15.214,0.35,0.261,-1.55,1.811,0.146
1/4/21 9:30,7.02,66.05,0,3.32,27.12,109.67,1.582,-2.375,0.167,0.346,-1.442,1.788,0.146
1/4/21 10:00,7.72,61.04,0,8.42,132.99,363,6.392,87.779,0.854,-3.358,-5.298,1.94,0.145
1/4/21 10:30,8.72,56.34,0,9.63,150.43,439.9,11.203,55.23,0.723,-1.446,-3.221,1.775,0.144
1/4/21 11:00,6.15,77.37,1.168,5.29,46.41,122.13,16.013,-74.856,0.51,0.466,-1.145,1.611,0.145
1/4/21 11:30,4.69,83.1,0.584,4.98,87.34,201.8,1.892,-22.021,0.438,0.986,-0.357,1.342,0.146
1/4/21 12:00,4.19,82.73,0.146,5.66,144.77,322.13,-14.855,-10.45,0.62,0.941,-0.316,1.257,0.146
1/4/21 12:30,4.07,81.37,0.292,7.02,114.56,260.23,-4.355,-46.67,0.654,-0.408,-1.647,1.238,0.147
1/4/21 13:00,4.76,76.8,0,6.02,205.15,457.33,-5.312,5.267,0.855,0.335,-1.019,1.354,0.146
1/4/21 13:30,5.32,71.16,0,8.82,228.02,615.4,10.069,24.948,0.713,0.378,-0.91,1.288,0.146
1/4/21 14:00,3.98,72.95,0.146,10.61,103.81,324.47,-2.423,-48.958,1.081,0.421,-0.801,1.222,0.147
1/4/21 14:30,3.55,79.12,0.146,9.28,107.3,294.77,-12.471,-18.732,0.924,0.463,-0.692,1.155,0.147
1/4/21 15:00,3.37,78.95,0.292,8.37,90.2,223,7.286,-29.056,0.965,-0.74,-1.867,1.127,0.147
1/4/21 15:30,1.31,87.23,0.73,6.73,27.35,72.77,3.965,,,0.049,-0.793,0.842,0.148
1/4/21 16:00,1.88,83.47,0.146,5.63,12.71,47.69,0.643,-57.329,0.467,0.372,-0.543,0.915,0.149
1/4/21 16:30,1.75,82.13,0,1.92,3.77,16.64,-1.386,,,1.282,0,1.282,0.149
1/4/21 17:00,2.07,77.97,0,7.14,-0.67,0,-3.416,-236.909,0.693,1.234,0,1.234,0.149
1/4/21 17:30,2.16,76.7,0,9.85,-9.63,0,-2.679,-125.923,0.891,1.026,0,1.026,0.149
1/4/21 18:00,2.35,75.19,0,10.16,-46.97,0,-6.034,-121.832,0.971,0.819,0,0.819,0.149
1/4/21 18:30,1.97,78.82,0,7.43,-36.27,0,5.208,-28.116,0.535,1.163,0,1.163,0.149
1/4/21 19:00,1.27,86.83,0.292,6.02,0.97,0,0.628,,,1.148,0,1.148,0.149
1/4/21 19:30,1.46,79.52,0,7.16,-3.43,0,-3.952,-77.189,0.603,1.135,0,1.135,0.149
1/4/21 20:00,1.18,81.5,0,6.63,-1.4,0,0.094,-43.875,0.552,1.12,0,1.12,0.149
1/4/21 20:30,0.65,88.73,0,7.32,-1.37,0,1.962,,,1.104,0,1.104,0.149
1/4/21 21:00,0.33,93.93,0,,-0.1,0,3.924,,,1.093,0,1.093,0.149
1/4/21 21:30,0.84,84.9,0,8.74,-0.37,0,-1.11,,,1.084,0,1.084,0.149
1/4/21 22:00,0.99,82.8,0,7.3,-6.33,0,-1.357,,,1.074,0,1.074,0.149
1/4/21 22:30,0.78,85.2,0,4.05,-3.43,0,6.339,,,1.066,0,1.066,0.149
1/4/21 23:00,1.01,81.86,0,4.5,-9.67,0,-9.41,,,1.059,0,1.059,0.149
1/4/21 23:30,1,82.35,0.146,5.3,-7.33,0,7.671,141.333,0.57,1.051,0,1.051,0.149
1/5/21 0:00,0.69,85.07,0,3.74,-35.97,0,-0.349,-43.549,0.376,0.496,0,0.496,0.149
1/5/21 0:30,1.07,78.41,0,4.49,-49.83,0,0.909,-49.197,0.37,0.132,0,0.132,0.149
1/5/21 1:00,0.98,72.92,0,6.43,-74.5,0,0.426,-82.737,0.464,0.269,0,0.269,0.149
1/5/21 1:30,0.92,69.26,0,3.16,-28.03,0,0.961,-18.314,0.136,0.203,0,0.203,0.149
1/5/21 2:00,1.21,66.84,0,4.42,-48.1,0,-0.91,-37.424,0.296,0.137,0,0.137,0.149
1/5/21 2:30,1.19,68.58,0,5.42,-57.07,0,-1.814,-83.66,0.374,0.169,0,0.169,0.149
1/5/21 3:00,1.18,69.53,0,3.67,-57.47,0,2.592,-17.885,0.18,0.378,0,0.378,0.149
1/5/21 3:30,0.17,74.38,0,2.2,-80.17,0,2.177,1.344,0.091,0.664,0,0.664,0.15
1/5/21 4:00,-1.44,83.7,0,,-75.83,0,-1.873,-6.279,0.073,1.713,0,1.713,0.15
1/5/21 4:30,-2.29,88.63,0,1.83,-69,0,0.504,-3.385,0.088,0.283,0,0.283,0.15
1/5/21 5:00,-2.73,92.03,0,0.97,-68.77,0,-0.02,-0.843,0.047,0.701,0,0.701,0.15
1/5/21 5:30,-3.34,94.03,0,0.83,-70.93,0,-0.921,-9.067,0.078,0.59,0,0.59,0.15
1/5/21 6:00,-3.44,94.33,0,1.23,-66.03,0,0.507,1.741,0.114,0.245,0,0.245,0.15
1/5/21 6:30,-3.68,93.5,0,0.6,-64.67,0,2.226,-3.862,0.165,0.235,0,0.235,0.15
1/5/21 7:00,-4.24,94,0,1.16,-66.97,0,0,-4.922,0.135,0.307,0,0.307,0.15
1/5/21 7:30,-4.4,93.87,0,0.68,-68.87,5.52,0.288,-3.202,0.151,-0.408,-0.718,0.31,0.15
1/5/21 8:00,-4.55,92.03,0,0.06,-55,50.66,0.888,4.096,0.175,-1.463,-1.776,0.313,0.15
1/5/21 8:30,-4.22,90.47,0,0.67,-29.13,117.07,0.14,0.584,0.081,-1.089,-1.423,0.333,0.15
1/5/21 9:00,-3.87,89.7,0,1.22,-4.85,174.7,-1.884,-4.414,0.109,-2.055,-2.442,0.388,0.149
1/5/21 9:30,-2.67,87.5,0,0.32,55.87,302.47,-12.322,-13.331,0.278,-3.02,-3.462,0.442,0.148
1/5/21 10:00,-1.58,85.7,0,0.52,70.49,278.53,6.684,14.225,0.19,-1.808,-2.329,0.521,0.147
1/5/21 10:30,-0.88,84,0,1.15,70.98,298.77,-22.47,-18.59,0.134,-0.596,-1.195,0.599,0.147
1/5/21 11:00,0.36,77.08,0.146,1.19,76.75,310.4,1.253,4.593,0.076,-2.537,-3.266,0.729,0.147
1/5/21 11:30,0.58,77.43,0,1.88,64.53,264.43,-2.678,10.065,0.132,-0.027,-0.781,0.754,0.147
1/5/21 12:00,0.98,75.04,0,1.4,94.47,381.3,-10.9,-0.398,0.144,-1.182,-1.984,0.802,0.147
1/5/21 12:30,1.98,67.2,0,2.19,202.57,598.77,12.209,47.031,0.19,-3.712,-4.64,0.928,0.146
1/5/21 13:00,2.92,62.13,0,3.74,286.07,760.53,-27.277,68.229,0.195,0.148,-0.912,1.06,0.146
1/5/21 13:30,3.27,64.04,0,3.47,112.48,383.03,-0.702,5.401,0.177,-0.033,-1.145,1.112,0.146
1/5/21 14:00,2.98,68.92,0.146,2.48,73.88,238.73,15.126,1.989,0.204,0.492,-0.576,1.068,0.146
1/5/21 14:30,3.05,69.23,0,3.58,39.59,201.37,1.035,-0.377,0.128,-0.736,-1.815,1.078,0.147
1/5/21 15:00,3.6,65.97,0,2.86,50.16,252.83,7.104,12.216,0.185,-0.503,-1.666,1.163,0.147
1/5/21 15:30,3.68,66.78,0,2.69,0.08,121.33,5.435,-7.865,0.123,0.239,-0.935,1.174,0.147
1/5/21 16:00,2.83,72.02,0,2.51,-52.65,51.79,-5.957,-13.632,0.108,0.365,-0.682,1.046,0.148
1/5/21 16:30,2.01,75.04,0,4.71,-49.87,13.82,1.764,-18.727,0.128,0.278,0,0.278,0.148
1/5/21 17:00,1.38,78.3,0,1.9,-36.13,0,1.981,-1.72,0.129,1.172,0,1.172,0.148
1/5/21 17:30,0.8,81.62,0,2.72,-32.37,0,-0.077,-21.02,0.127,0.614,0,0.614,0.148
1/5/21 18:00,0.62,82.33,0,1.27,-21.9,0,-1.293,-17.579,0.127,0.471,0,0.471,0.148
1/5/21 18:30,1.21,79.24,0,3.64,-12.1,0,1.65,-18.759,0.495,0.328,0,0.328,0.148
1/5/21 19:00,2.01,74.59,0,5.29,-13.4,0,4.24,-25.492,0.292,0.086,0,0.086,0.148
1/5/21 19:30,2.54,72,0,3.68,-7.33,0,8.849,6.694,0.271,0.194,0,0.194,0.148
1/5/21 20:00,3.66,65.67,0,4.03,-10.43,0,-2.992,-30.217,0.222,0.302,0,0.302,0.147
